,job_id,url_logo,company_name,location,position,industry,min_company_size,max_company_size,job_desc,posted
135,3070083,https://siva.jsstatic.com/id/8445/images/logo/8445_logo_0_19291.jpg,PT. Panasonic Gobel Indonesia,Surabaya (Jawa Timur),Admin Sales (Surabaya),Akuntansi Umum/Pembiayaan,501,1000," 
Candidate must possess at least Diploma in Finance/ or equivalent.
Required language(s): Good command in English
At least 1 Year of working experience in the related field is required for this position.
Preferably Staff (non-management & non-supervisor) specialized in Finance - General/Cost Accounting or equivalent.
Understanding scope of work related finance adn administration.
Experience with SAP & Ms. Office (MS Excell)
Excellent Organizational & multitasking skills
 ",24/09/19
136,3070081,https://siva.jsstatic.com/id/13046/images/logo/13046_logo_0_674583.jpg,PT Graha Mukti Indah,"Gresik (Jawa Timur), Sidoarjo (Jawa Timur)",Marketing Executive,Properti/Real Estate,0,0,,01/01/90
137,3070080,https://siva.jsstatic.com/id/6476/images/logo/6476_logo_0_120325.jpg,PT Buana Varia Komputama,Jakarta Selatan (Jakarta Raya) - Jalan Pakubuwono VI No. 24,System Analyst,IT-Perangkat Lunak,0,0,,01/01/90
138,3070079,https://siva.jsstatic.com/id/57967/images/logo/57967_logo_0_703880.jpg,PT Porto Indonesia Sejahtera,Jakarta Utara (Jakarta Raya) - kapuk muara raya,Sales Executive,Penjualan Ritel,0,0,,01/01/90
139,3070077,https://siva.jsstatic.com/id/54592/images/logo/54592_logo_0_45457.png,JD .ID (PT Ritel Bersama Nasional),Jakarta Selatan (Jakarta Raya),IT Help Desk Technician,IT-Jaringan/Sistem/Sistem Database,0,0,,01/01/90
140,3070053,,CV Kreasi Inti Utama,Surabaya (Jawa Timur),Graphic Design,Seni/Desain Kreatif,0,0,,01/01/90
141,3070071,https://siva.jsstatic.com/id/19746/images/logo/19746_logo_0_64057.png,PT Basa Inti Persada,Jakarta Barat (Jakarta Raya) - kalideres,Desain Grafis,Seni/Desain Kreatif,0,0,,01/01/90
142,3070069,https://siva.jsstatic.com/id/20136/images/logo/20136_logo_0_422836.jpg,PT Ewaysindo Makmur,Jakarta Pusat (Jakarta Raya) - Jl. Borobudur No.8 Pegangsaan - Menteng,Account Executive,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
143,3070068,https://siva.jsstatic.com/id/17525/images/logo/17525_logo_0_5874546.jpg,PT Verena Multi Finance Tbk,"Banten, Jakarta Raya, Jawa Barat, Jawa Timur, Makassar (Sulawesi Selatan), Medan (Sumatera Utara), Palembang (Sumatera Selatan), Pekanbaru (Riau)",Branch Manager,Perbankan/Keuangan,0,0,,01/01/90
144,3070067,https://siva.jsstatic.com/id/11346/images/logo/11346_logo_0.jpg,PT. Satya Langgeng Sentosa,Surabaya (Jawa Timur),Visual Merchandising (Surabaya),Arsitek/Desain Interior,0,0,,01/01/90
145,3070064,https://siva.jsstatic.com/id/2293/images/logo/2293_logo_0_319327.jpg,"AEON Credit Service Indonesia,",Surabaya (Jawa Timur),Branch Head Surabaya,Perbankan/Keuangan,0,0,,01/01/90
146,3070063,https://siva.jsstatic.com/id/64370/images/logo/64370_logo_0_615308.jpg,PT Daya Adicipta Wihaya,Jakarta Barat (Jakarta Raya) - Puri Kembangan,Administration Head,Keuangan/Investasi,0,0,,01/01/90
147,3070062,https://siva.jsstatic.com/id/38934/images/logo/38934_logo_0_29336.jpg,CV WINNER KHARISMA ABADI,"Bekasi (Jawa Barat), Jakarta Raya",BRANCH MANAGER,Bioteknologi,0,0,,01/01/90
148,3070061,https://siva.jsstatic.com/id/36470/images/logo/36470_logo_0_6080508.jpg,PT Mobil Satu Asia,Jakarta Selatan (Jakarta Raya) - Mampang Prapatan,Videographer,Periklanan,0,0,,01/01/90
149,3070060,https://siva.jsstatic.com/id/201260/images/logo/201260_logo_0_907236.jpg,PT YINYE MOBIL RENTALINDO,Jakarta Barat (Jakarta Raya) - KAWASAN NEO SOHO,HRD,Lainnya/Kategori tidak tersedia,0,0,,01/01/90
150,3070058,https://siva.jsstatic.com/id/9633/images/logo/9633_logo_0_861480.jpg,PT. ABeam LightStream Analytics Indonesia,"Jakarta Pusat (Jakarta Raya) - Wisma 46 - Kota BNI,  Lantai 23,  05-06. Jl. Jend Su",Senior Business Analyst,IT-Perangkat Lunak,0,0,,01/01/90
151,3070057,https://siva.jsstatic.com/id/28632/images/logo/28632_logo_0_616180.png,PT Home Credit Indonesia,"Bekasi (Jawa Barat), Karawang (Jawa Barat)",Sales Trainer Karawang (Based in Bekasi),Penelitian & Pengembangan,0,0,,01/01/90
152,3069967,https://siva.jsstatic.com/id/12201/images/logo/12201_logo_0_35312.png,PT SRW Asia,Jakarta Selatan (Jakarta Raya) - Radio Dalam,ANALYST,Personalia,0,0,,01/01/90
153,3070056,https://siva.jsstatic.com/id/8497/images/logo/8497_logo_0.jpg,PT. Yakult Indonesia Persada,Tegal (Jawa Tengah),Sales Promotion / SPG (DS TEGAL),Penjualan Ritel,0,0,,01/01/90
154,3070055,https://siva.jsstatic.com/id/11346/images/logo/11346_logo_0.jpg,PT. Satya Langgeng Sentosa,Semarang (Jawa Tengah),Sales Specialist Showroom (Semarang),Penjualan Ritel,0,0,,01/01/90
155,3070054,https://siva.jsstatic.com/id/17485/images/logo/17485_logo_0_7440284.jpg,Universitas Katolik Indonesia Atma Jaya,Jakarta Raya - Semanggi,Supervisor International Office,Hubungan Masyarakat,0,0,,01/01/90
156,3070052,https://siva.jsstatic.com/id/17072/images/logo/17072_logo_0_13782.png,PT Borneo Mandiri Invesment,"Jakarta Raya, Tangerang (Banten)",HSE OFFICER,Teknik Lingkungan,0,0,,01/01/90
157,3070050,https://siva.jsstatic.com/id/29383/images/logo/29383_logo_0_856728.jpg,Yayasan Bambu Lingkungan Lestari,Bali,project supervisor,Pertanian,0,0,,01/01/90
158,3070049,https://siva.jsstatic.com/id/1978/images/logo/1978_logo_0_756366.jpg,PT Delta Jaya Mas,Gresik (Jawa Timur) - Driyorejo,Production Supervisor,Manufaktur,0,0,,01/01/90
159,3070047,https://siva.jsstatic.com/id/9536/images/logo/9536_logo_0_22583.jpg,PT Selatan Makmur Indonesia,Jawa Barat - Subang - Kalijati,Accounting,Akuntansi Umum/Pembiayaan,0,0,,01/01/90
160,3070058,https://siva.jsstatic.com/id/9633/images/logo/9633_logo_0_861480.jpg,PT. ABeam LightStream Analytics Indonesia,"Jakarta Pusat (Jakarta Raya) - Wisma 46 - Kota BNI,  Lantai 23,  05-06. Jl. Jend Su",Senior Business Analyst,IT-Perangkat Lunak,0,0,,01/01/90
161,3070057,https://siva.jsstatic.com/id/28632/images/logo/28632_logo_0_616180.png,PT Home Credit Indonesia,"Bekasi (Jawa Barat), Karawang (Jawa Barat)",Sales Trainer Karawang (Based in Bekasi),Penelitian & Pengembangan,0,0,,01/01/90
162,3069967,https://siva.jsstatic.com/id/12201/images/logo/12201_logo_0_35312.png,PT SRW Asia,Jakarta Selatan (Jakarta Raya) - Radio Dalam,ANALYST,Personalia,0,0,,01/01/90
163,3070056,https://siva.jsstatic.com/id/8497/images/logo/8497_logo_0.jpg,PT. Yakult Indonesia Persada,Tegal (Jawa Tengah),Sales Promotion / SPG (DS TEGAL),Penjualan Ritel,0,0,,01/01/90
164,3070054,https://siva.jsstatic.com/id/17485/images/logo/17485_logo_0_7440284.jpg,Universitas Katolik Indonesia Atma Jaya,Jakarta Raya - Semanggi,Supervisor International Office,Hubungan Masyarakat,0,0,,01/01/90
165,3070052,https://siva.jsstatic.com/id/17072/images/logo/17072_logo_0_13782.png,PT Borneo Mandiri Invesment,"Jakarta Raya, Tangerang (Banten)",HSE OFFICER,Teknik Lingkungan,0,0,,01/01/90
166,3070050,https://siva.jsstatic.com/id/29383/images/logo/29383_logo_0_856728.jpg,Yayasan Bambu Lingkungan Lestari,Bali,project supervisor,Pertanian,0,0,,01/01/90
167,3070049,https://siva.jsstatic.com/id/1978/images/logo/1978_logo_0_756366.jpg,PT Delta Jaya Mas,Gresik (Jawa Timur) - Driyorejo,Production Supervisor,Manufaktur,0,0,,01/01/90
168,3070047,https://siva.jsstatic.com/id/9536/images/logo/9536_logo_0_22583.jpg,PT Selatan Makmur Indonesia,Jawa Barat - Subang - Kalijati,Accounting,Akuntansi Umum/Pembiayaan,0,0,,01/01/90
169,3070046,https://siva.jsstatic.com/id/9708/images/logo/9708_logo_0_73573.jpg,PT JAC Indonesia,Jakarta Raya,Sales Executive (Chemical),Penjualan - Korporasi,0,0,,01/01/90
170,3070044,https://siva.jsstatic.com/id/21368/images/logo/21368_logo_0_418532.jpg,Siloam Hospitals Group (Tbk),"Balikpapan (Kalimantan Timur), Buton (Sulawesi Tenggara), Makassar (Sulawesi Selatan)",HR Manager (Makassar;Buton;Balikpapan),Personalia,0,0,,01/01/90
171,3070028,https://siva.jsstatic.com/id/205909/images/logo/205909_logo_0_444259.jpg,PT. INTERBRUCKE PERKASA,Surabaya (Jawa Timur),Marketing Export,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
172,3070043,https://siva.jsstatic.com/id/57676/images/logo/57676_logo_0_634596.jpg,Tang Internet Limited Jakarta,Jakarta Raya,Business Development,Hiburan/Seni Panggung,0,0,,01/01/90
173,3069948,https://siva.jsstatic.com/id/1160/images/logo/1160_logo_0.jpg,PT Ziegler Indonesia,Cikarang (Jawa Barat) - EJIP,Senior Mechanical Drafter,Mekanik/Otomotif,0,0,,01/01/90
174,3070041,https://siva.jsstatic.com/id/1329/images/logo/1329_logo_0_111783.jpg,PT Surgika Alkesindo,Jakarta Pusat (Jakarta Raya) - Cempaka Putih,IT PROGRAMMER,IT-Jaringan/Sistem/Sistem Database,0,0,,01/01/90
175,3070038,https://siva.jsstatic.com/id/14959/images/logo/14959_logo_0_763291.jpg,PT Petronesia Benimel,Jakarta Selatan (Jakarta Raya) - Pasar MInggu,Proposal Engineer,Teknik Lainnya,0,0,,01/01/90
176,3070027,https://siva.jsstatic.com/id/180387/images/logo/180387_logo_0_575352.jpg,PT Grafika Nusantara (Medan),Tangerang (Banten) - KOSAMBI,Operator Mesin,Manufaktur,0,0,,01/01/90
177,3070035,https://siva.jsstatic.com/id/166/images/logo/166_logo_0_880446.jpg,PT Indomobil Finance Indonesia,Jakarta Raya,Marketing Support staff,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
178,3069874,https://siva.jsstatic.com/id/70139/images/logo/70139_logo_0_893365.jpg,PT Kampung Kearifan Indonesia,Jakarta Selatan (Jakarta Raya) - KEMANG,SENIOR MARKETING EXECUTIVE,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
179,3070033,https://siva.jsstatic.com/id/41748/images/logo/41748_logo_0_955648.jpg,PT Wook Global Technology,Jakarta Utara (Jakarta Raya) - PIK,BRANDING MARKETING & CANVASSER,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
180,3070021,https://siva.jsstatic.com/id/13929/images/logo/13929_logo_0_6876339.jpg,PT Huntsman Indonesia,Jakarta Timur (Jakarta Raya),Site Buyer (Direct Purchasing),Pembelian/Manajemen Material,0,0,,01/01/90
181,3070024,https://siva.jsstatic.com/id/5928/images/logo/5928_logo_0_15276.jpg,"PT Pan Brothers, Tbk",Tangerang (Banten) - JATIUWUNG,ASSISTEN MANAGER LEGAL (TANGERANG),Manufaktur,0,0,,01/01/90
182,3070025,https://siva.jsstatic.com/id/12026/images/logo/12026_logo_0_858496.jpg,PT Rich Products Indonesia,Serang (Banten) - Cikande,Regulatory Officer,Teknologi Makanan/Ahli Gizi,0,0,,01/01/90
183,3070023,https://siva.jsstatic.com/id/18708/images/logo/18708_logo_0_20069.jpg,Universitas Universal,Batam (Kepulauan Riau) - BATAM,DOSEN TEKNIK INFORMATIKA,Pendidikan,0,0,,01/01/90
184,3070022,https://siva.jsstatic.com/id/178108/images/logo/178108_logo_0_242562.jpg,PT MUROCO,Jakarta Raya,INTERNATIONAL  SALES EXECUTIVE,Penjualan - Korporasi,0,0,,01/01/90
185,3070020,https://siva.jsstatic.com/id/18708/images/logo/18708_logo_0_20069.jpg,Universitas Universal,Riau - Batam,DOSEN TEKNIK LINGKUNGAN (Mata Kuliah Ekologi),Pendidikan,0,0,,01/01/90
186,3070019,https://siva.jsstatic.com/id/14331/images/logo/14331_logo_0_780628.jpg,Coca-Cola Amatil Indonesia,"Bali, Banten, Jakarta Raya, Jawa Barat, Jawa Tengah, Jawa Timur, Lampung, Lombok (Nusa Tenggara Barat), Sumatera Barat, Sumatera Utara",Costumer Value Preposition Executive Member (Surveyor),Penjualan Ritel,0,0,,01/01/90
187,3070018,https://siva.jsstatic.com/id/170801/images/logo/170801_logo_0_466831.jpg,PT Mitra Prima Cahaya Sentosa,Jakarta Raya,Creative Designer,Seni/Desain Kreatif,0,0,,01/01/90
188,3070017,https://siva.jsstatic.com/id/56563/images/logo/56563_logo_0_372738.jpg,PT Kinerja Indonesia,Jakarta Barat (Jakarta Raya) - GROGOL,IOS DEVELOPER,E-commerce,0,0,,01/01/90
189,3070016,https://siva.jsstatic.com/id/18708/images/logo/18708_logo_0_20069.jpg,Universitas Universal,Batam (Kepulauan Riau),Dosen Seni Musik - Penciptaan Seni,Pendidikan,0,0,,01/01/90
190,3070009,https://siva.jsstatic.com/id/62019/images/logo/62019_logo_0_345797.jpg,Hiro Group Indonesia,Jakarta Raya,EXECUTIVE BAR / HEAD BAR,Makanan/Minuman/Pelayanan Restoran,0,0,,01/01/90
191,3069989,https://siva.jsstatic.com/id/24679/images/logo/24679_logo_0_85966.png,PT Mandiri Manajemen Investasi,Jakarta Selatan (Jakarta Raya),Part Time Data Entry,Staf/Administrasi umum,0,0,,01/01/90
192,3070013,https://siva.jsstatic.com/id/17525/images/logo/17525_logo_0_5874546.jpg,PT Verena Multi Finance Tbk,"Jakarta Raya, Jawa Barat, Makassar (Sulawesi Selatan), Malang (Jawa Timur), Medan (Sumatera Utara), Palembang (Sumatera Selatan), Pekanbaru (Riau), Serang (Banten), Surabaya (Jawa Timur), Tangerang (Banten)",Customer Credit Head,Perbankan/Keuangan,0,0,,01/01/90
193,3070012,https://siva.jsstatic.com/id/18708/images/logo/18708_logo_0_20069.jpg,Universitas Universal,Riau - BATAM,DOSEN BAHASA MANDARIN,Pendidikan,0,0,,01/01/90
194,3069913,https://siva.jsstatic.com/id/60259/images/logo/60259_logo_0_532838.png,Orang Tua Group,"Bogor (Jawa Barat), Cileungsi (Jawa Barat), Depok (Jawa Barat)","Sales Administration Staff (Ciampea, Cileungsi, Depok)",Audit & Pajak,0,0,,01/01/90
195,3070008,,,Jakarta Barat (Jakarta Raya) - Jakarta Barat,Area Sales Manager Jakarta Barat,Penjualan Ritel,0,0,,01/01/90
196,3070007,https://siva.jsstatic.com/id/161011/images/logo/161011_logo_0_429353.jpg,PT. JAYA BERSAMA  SAPUTRA PERKASA,Tangerang (Banten),Telemarketing,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
197,3070006,https://siva.jsstatic.com/id/170801/images/logo/170801_logo_0_466831.jpg,PT Mitra Prima Cahaya Sentosa,Jakarta Raya,Accounting Manager,Akuntansi Umum/Pembiayaan,0,0,,01/01/90
198,3070005,https://siva.jsstatic.com/id/28963/images/logo/28963_logo_0_326936.jpg,PT Bitutek,Bekasi (Jawa Barat) - CIBUBUR,STAF TECHNICAL SUPPORT,Sipil/Konstruksi Bangunan,0,0,,01/01/90
199,3070004,https://siva.jsstatic.com/id/30616/images/logo/30616_logo_0_585038.jpg,PT Tirtajaya Lumasindo,Jakarta Utara (Jakarta Raya) - GRAND ANCOL CENTER BLOK B.21,Technical Support Engineer,Penjualan - Teknik/Teknikal/IT,0,0,,01/01/90
200,3070019,https://siva.jsstatic.com/id/14331/images/logo/14331_logo_0_780628.jpg,Coca-Cola Amatil Indonesia,"Bali, Banten, Jakarta Raya, Jawa Barat, Jawa Tengah, Jawa Timur, Lampung, Lombok (Nusa Tenggara Barat), Sumatera Barat, Sumatera Utara",Costumer Value Preposition Executive Member (Surveyor),Penjualan Ritel,0,0,,01/01/90
201,3070018,https://siva.jsstatic.com/id/170801/images/logo/170801_logo_0_466831.jpg,PT Mitra Prima Cahaya Sentosa,Jakarta Raya,Creative Designer,Seni/Desain Kreatif,0,0,,01/01/90
202,3070017,https://siva.jsstatic.com/id/56563/images/logo/56563_logo_0_372738.jpg,PT Kinerja Indonesia,Jakarta Barat (Jakarta Raya) - GROGOL,IOS DEVELOPER,E-commerce,0,0,,01/01/90
203,3070010,https://siva.jsstatic.com/id/3248/images/logo/3248_logo_0_657050.jpg,PT. Chang Jui Fang Indonesia,"Jakarta Utara (Jakarta Raya) - Pluit,  Grogol",Senior Programmer,IT-Jaringan/Sistem/Sistem Database,0,0,,01/01/90
204,3069913,https://siva.jsstatic.com/id/60259/images/logo/60259_logo_0_532838.png,Orang Tua Group,"Bogor (Jawa Barat), Cileungsi (Jawa Barat), Depok (Jawa Barat)","Sales Administration Staff (Ciampea, Cileungsi, Depok)",Audit & Pajak,0,0,,01/01/90
205,3070008,,,Jakarta Barat (Jakarta Raya) - Jakarta Barat,Area Sales Manager Jakarta Barat,Penjualan Ritel,0,0,,01/01/90
206,3070007,https://siva.jsstatic.com/id/161011/images/logo/161011_logo_0_429353.jpg,PT. JAYA BERSAMA  SAPUTRA PERKASA,Tangerang (Banten),Telemarketing,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
207,3070006,https://siva.jsstatic.com/id/170801/images/logo/170801_logo_0_466831.jpg,PT Mitra Prima Cahaya Sentosa,Jakarta Raya,Accounting Manager,Akuntansi Umum/Pembiayaan,0,0,,01/01/90
208,3070005,https://siva.jsstatic.com/id/28963/images/logo/28963_logo_0_326936.jpg,PT Bitutek,Bekasi (Jawa Barat) - CIBUBUR,STAF TECHNICAL SUPPORT,Sipil/Konstruksi Bangunan,0,0,,01/01/90
209,3070004,https://siva.jsstatic.com/id/30616/images/logo/30616_logo_0_585038.jpg,PT Tirtajaya Lumasindo,Jakarta Utara (Jakarta Raya) - GRAND ANCOL CENTER BLOK B.21,Technical Support Engineer,Penjualan - Teknik/Teknikal/IT,0,0,,01/01/90
210,3070003,https://siva.jsstatic.com/id/7869/images/logo/7869_logo_0_528438.jpg,PT Cowell Development Tbk,Surabaya (Jawa Timur),Finance Staff (Surabaya),Akuntansi Umum/Pembiayaan,0,0,,01/01/90
211,3070002,https://siva.jsstatic.com/id/178108/images/logo/178108_logo_0_242562.jpg,PT MUROCO,Jakarta Raya,AREA SALES EXECUTIVE,Penjualan Ritel,0,0,,01/01/90
212,3070001,https://siva.jsstatic.com/id/197124/images/logo/197124_logo_0_414457.jpg,PT. ASEN TECH INDONESIA,Jakarta Utara (Jakarta Raya) - Pantai indah kapuk,Credit Analyst,Perbankan/Keuangan,0,0,,01/01/90
213,3069999,https://siva.jsstatic.com/id/178114/images/logo/178114_logo_0_666421.jpg,PT Bima Cakra Perkasa Mineralindo,"Jakarta Raya - APL Tower,  Grogol,  Jakarta Barat",Mandarin Translator for Shipping Company,Penjualan - Korporasi,0,0,,01/01/90
214,3070000,https://siva.jsstatic.com/id/3424/images/logo/3424_logo_0_304277.jpg,PT Draco Internasional,Tangerang (Banten) - Taman Tekno,Admin Marketing atau Sekretaris,Staf/Administrasi umum,0,0,,01/01/90
215,3069998,https://siva.jsstatic.com/id/167417/images/logo/167417_logo_0_552168.jpg,Mahligai Puteri Berlian Mitsubishi,Cianjur (Jawa Barat),Sales Counter dan Sales executive MITSUBISHI,Penjualan Ritel,0,0,,01/01/90
216,3069993,https://siva.jsstatic.com/id/9536/images/logo/9536_logo_0_22583.jpg,PT Selatan Makmur Indonesia,Jawa Barat - Subang - Kalijati,Admin,Staf/Administrasi umum,0,0,,01/01/90
217,3069992,https://siva.jsstatic.com/id/16502/images/logo/16502_logo_0_6938073.jpg,PT Tripacific Electrindo,Jakarta Pusat (Jakarta Raya) - Gambir,MD Merchandiser,Pemasaran/Pengembangan Bisnis,0,0,,01/01/90
218,3069991,,PT Mirajaya Persada,Cileungsi (Jawa Barat) - Jalan Raya Cikuda,Administrasi Keuangan,Akuntansi Umum/Pembiayaan,0,0,,01/01/90
219,3066169,https://siva.jsstatic.com/id/58545/images/logo/58545_logo_0_146705.jpg,PT Setiawan Dwi Tunggal (SouthCity Group),Jakarta Utara (Jakarta Raya) - Pluit,Engineer,Teknik Lainnya,0,0,,01/01/90
220,3069997,https://siva.jsstatic.com/id/30616/images/logo/30616_logo_0_585038.jpg,PT Tirtajaya Lumasindo,Jakarta Utara (Jakarta Raya) - GRAND ANCOL CENTER BLOK B.21,Sales Manager,Teknik Kimia,0,0,,01/01/90
221,3069996,https://siva.jsstatic.com/id/242/images/logo/242_logo_0_33010.jpg,OTO Group,Jawa Tengah,Field Collection (JF - FC) Purwokerto,Perbankan/Keuangan,5000,99999," Lingkup pekerjaan :
Menjaga account dan memberikan solusi dalam penyelesaian pembayaran angsuran customer
 
Kualifikasi:
•Usia maksimal 28 tahun
•Pendidikan D3/S1 (SLTA Dipertimbangkan)
•Memiliki kemampuan negosiasi yang baik
•Dinamis dan Komunikatif
•Menyukai pekerjaan lapangan
•Memiliki sepeda motor dan SIM C
 
Kompensasi & Benefit :
•Gaji Pokok
•Tunjangan kehadiran
•BPJS Ketenagakerjaan dan kesehatan
•Insentif
•THR dan Bonus
 
Lokasi Kerja:
Purwokerto

Informasi lowongan kerja dapat dilihat di www.karir.oto.co.id
 ",24/09/19
222,3069995,https://siva.jsstatic.com/id/65528/images/logo/65528_logo_0_135036.jpg,PT Layanan Keuangan Berbagi,Jakarta Barat (Jakarta Raya) - JAKARTA BARAT,Quality Inspector Control,Farmasi,51,200," 
Candidate must possess at least Bachelor's Degree in Pharmacy/Pharmacology or equivalent.
At least 1 Year(s) of working experience in the related field is required for this position.
Preferably Staff (non-management & non-supervisor) specialized in Healthcare - Pharmacy or equivalent.

Job Description:

Approves incoming products by confirming specifications, conducting visual and measurement tests; rejecting and returning unacceptable products
Maintain, test, and troubleshoot all product's type
Understanding product advanage and general knowledge about hygiene product
 ",24/09/19
223,3069994,https://siva.jsstatic.com/id/55262/images/logo/55262_logo_0_44781.jpg,CV Sinnar Luciana Jaya,"Jawa Tengah, Sleman (Yogyakarta)",Sales Eksekutif Food and Beverage,Penjualan Ritel,51,200," 
 Deskripsi Pekerjaan :
 

Memperkenalkan produk perusahaan pada customer
Memasarkan produk perusahaan pada customer
Memberikan pelayanan yang baik kepada customer dalam memberikan informasi produk yang ditawarkan
Membina hubungan baik dengan customer
Mencari customer baru untuk mengembangkan area pemasaran

 
 
Persyaratan :

Pendidikan minimal D3 Semua Jurusan
Berpengalaman sebagai sales minimal 1 tahun dibidang Food dan Beverage, (toko bahan roti , Horeka)
Mampu bekerja secara individual maupun tim
Punya sepeda motor pribadi dan SIM C aktif
Berorientasi pada target
Jujur, disiplin, teliti, dan bertanggung jawab

 
 ",24/09/19
224,3069990,https://siva.jsstatic.com/id/174209/images/logo/174209_logo_0_820178.jpg,PT Sinar Energy (anak perusahaan Manunggal Sejati Group),Surabaya (Jawa Timur) - Krembangan Selatan,Kepala Gudang LPG 3kg,Lainnya/Kategori tidak tersedia,51,200," 
Candidate must possess at least SMU in any field.
At least 2 Year(s) of working experience in the related field is required for this position.
Preferably Supervisor/Coordinator specialized in Others/Category not available or equivalent.
Tugas dan tanggung jawab:





Me-manage pengiriman gas LPG 3kg sesuai jadwal yang ditentukan oleh admin
Melakukan pencatatan keluar-masuk stok LPG 3kg, termasuk tabung kosong, retur, dan tabung isi
Melakukan penghitungan stok akhir tiap harinya dan meng-cross check dengan bagian admin dan akunting
Bertanggung jawab sepenuhnya apabila ada kehilangan tabung
Mengkoordinasi supir serta kernet untuk dapat bekerjasama dengan baik
Memiliki pengetahuan dibidang stok inventory.


Diutamakan memiliki sim A atau sim C
Preferably Supervisor/Coordinator specialized in Logistics/Supply Chain or equivalent.




  ",24/09/19
225,3069988,https://siva.jsstatic.com/id/8355/images/logo/8355_logo_0_880143.jpg,PT Mega Central Finance,"Banten, Jakarta Raya, Jawa Barat",MANAGEMENT DEVELOPMENT PROGRAM - PEREKRUTAN JABODETABEKSER DAN JABAR,Perbankan/Keuangan,5000,99999," Management Development Program (MDP) merupakan program sebuah program percepatan karir dari PT. Mega Central Finance (MCF). Hasil akhir dari program ini adalah membentuk kandidat potensial untuk siap menjadi Supervisor, Subbranch Manager (Kepala Pos), dan Branch Manager (Kepala Cabang) di PT MCF. 
 
RINCIAN PROGRAM MDP
A.    Training (09 bulan)

Inclass Training                    :    1     bulan di Head Office
On the Job Training (OJT)     :    0,5   bulan di Cabang
Projek Assigment  I              :    1,5   bulan di Cabang
Projek Assigment II              :     2     bulan di Cabang
Projek Assigment III             :     2     bulan di Cabang  
Final Project Assigment        :     2     bulan di Cabang  

B.    Ikatan Dinas (2 tahun)
 
KUALIFIKASI

Usia maksimal 27 tahun
Pendidikan minimal Sarjana (S1), semua jurusan, IPK min 3.00
Mempunyai SIM C / SIM A
Bersedia menjalani ikatan dinas selama 2 tahun setelah lulus training
Bersedia ditempatkan di seluruh cabang MCF

TAHAPAN SELEKSI

Psikotest
Focus Group Discussion (FGD)
Interview HR
Interview Direksi
Medical Check Up
Tanda tangan kontrak

TUGAS DAN TANGGUNG JAWAB

Menjalani masa training  dan mempelajari core bisnis perusahaan secara menyeluruh
Membuat presentasi hasil training setiap bulan nya
Mengikuti masa evalusi setiap bulannya
Mengajukan dan melaksanakan program perbaikan untuk kantor cabang dan Head Office

​NOTE : PSIKOTEST DIADAKAN DI HEAD OFFICE PT. MCF (JABODETABEKSER) & KOTA BANDUNG (JABAR) ",24/09/19
226,3069987,https://siva.jsstatic.com/id/30616/images/logo/30616_logo_0_585038.jpg,PT Tirtajaya Lumasindo,Jakarta Utara (Jakarta Raya) - GRAND ANCOL CENTER BLOK B.21,Sales,Teknik Kimia,50,99999," 
Menguasai pengetahuan produk salah satu dari Specialty Lubricants/ Refrigerant Compressor Lubricants/ Water Based Cleaners/ Pneumatic Components atau barang-barang teknik lainnya
Membuat rencana kerja dan tahapan kemajuan untuk mencapai target penjualan
Membuat janji pertemuan dengan pelanggan
Melakukan presentasi dan meyakinkan pelanggan
Memberikan informasi produk yang dibutuhkan pelanggan
Proaktif untuk mendapatkan pelanggan baru
Berhubungan baik dengan pelanggan
Aktif melakukan penjualan dengan maksimal sesuai target penjualan
Membuat laporan kerja berkala yang sebenarnya dan dapat dipertanggungjawabkan

 
Persyaratan :

Lulusan SLTA/D3/S1 Semua Jurusan
Berpengalaman menjual Specialty Lubricants/ Refrigerant Compressor Lubricants/ Water Based Cleaners/ Pneumatic Components atau barang-barang teknik lainnya
Maximal 35 tahun
Pekerja Keras
Penempatan di Jabodetabek, Bandung, Surabaya, Palembang, Lampung dan Riau 
Berbahasa Mandarin/Inggris
 ",24/09/19
227,3069986,https://siva.jsstatic.com/id/63914/images/logo/63914_logo_0_635022.jpg,LENGUA -Overseas Education Consultant and IELTS Tuition Centre-,Surabaya (Jawa Timur),ENGLISH TEACHER,Pendidikan,50,99999," 
Requirements:


Completed a degree (Bachelor’s degree).
MUST have done OFFICIAL IELTS test.
Passionate in teaching, genuinely cares about the students’ learning development.
A great team player.
Less than 35 years old.
Experience in teaching IELTS is a great asset.
Confident in your English ability and believe in continuous learning.
Proficient in basic computer skills (MS Word).
Having a previous experience studying or working in an English speaking country or graduated from English/Teaching degree (either overseas or locally) is a definite plus.


Job Description:



Help students to improve their English skills.
Help students to increase their IELTS score.
Prepare materials that suit the students’ English level.
Mark students’ work.
Give feedback on students’ performance.
Most importantly, build a positive teacher-student relationship to maximize teaching and learning outcome.

 ",24/09/19
